,movieId,TITLE,TMDB_SCORE,IMDB_SCORE,TOTAL_RATINGS,FEATURED CREW,TOP BILLED CAST,ORIGINAL LANGUAGE,RUN TIME,GENRE,BUDGET,REVENUE
4112,5414,Bad Company,54,5.6,"41,521","[(Gary M. Goodman, 1176795, Story), (Jason Richman, 76480, Screenplay), (David Himmelstein, 71342, Story), (Michael Browning, 31646, Screenplay), (Joel Schumacher, 5572, Director)]","[(Anthony Hopkins, 4173, Officer Oakes), (Chris Rock, 2632, Jake Hayes/Kevin Pope/Michael Turner), (Peter Stormare, 53, Adrik Vas), (Gabriel Macht, 16856, Officer Seale), (Kerry Washington, 11703, Julie)]",English,1h56m,"[Action, Adventure, Comedy, Thriller]","$70,000,000.00 ","$65,977,295.00 "
4113,5415,Divine Secrets of the Ya-Ya Sisterhood,56,6,"16,214","[(Callie Khouri, 17397, Director, Screenplay), (Rebecca Wells, 58069, Novel)]","[(Sandra Bullock, 18277, Siddalee 'Sidda' Walker), (Ellen Burstyn, 9560, Viviane Joan 'Vivi' Abbott Walker), (Fionnula Flanagan, 58068, 'Teensy' Melissa Whitman), (James Garner, 16896, Shepard James 'Shep' Walker), (Cherry Jones, 1956, Grandma 'Buggy' Abbott)]",English,1h56m,"[Comedy, Drama, Romance]","$27,000,000.00 ","$73,839,240 "
4114,5416,Cherish,66,6.8,"2,447","[(Finn Taylor, 84692, Director, Writer)]","[(Robin Tunney, 17346, Zoe), (Brad Hunt, 65732, D.J.), (Liz Phair, 7539, Brynn), (Tim Blake Nelson, 1462, Daly), (Lindsay Crouse, 32225, Therapist)]",English,1h39m,"[Comedy, Drama, Mystery, Thriller]","$1,500,000 ","$179,751 "
4115,5417,Atanarjuat: The Fast Runner,63,7.5,"5,797","[(Zacharias Kunuk	, 931311, Writer), (Pauloosie Qulitalik, 111134, Writer), (Norman Cohn, 97298, Author), (Paul Apak Angilirq, 97297, Writer), (Herve Paniaq, 111133, Writer), (Zacharias Kunuk, 97296, Director)]","[(Natar Ungalaaq, 97299, Atanarjuat), (Sylvia Ivalu, 97300, Atuat), (Peter-Henry Arnatsiaq, 97301, Oki), (Lucy Tulugarjuk, 97302, Puja), (Pakak Innuksuk, 97303, Amaqjuaq (as Pakkak Innushuk))]",English,2h52m,"[Fantasy, Drama]","$1,934,000.00 ","$3,786,801.00 "
4116,5418,The Bourne Identity,73,7.9,"446,338","[(W. Blake Herron, 25618, Screenplay), (Robert Ludlum, 25606, Author), (Tony Gilroy, 19242, Screenplay), (Doug Liman, 11694, Director)]","[(Matt Damon, 1892, Jason Bourne), (Franka Potente, 679, Marie Helena Kreutz), (Chris Cooper, 2955, Alexander Conklin), (Clive Owen, 2296, The Professor), (Brian Cox, 1248, Ward Abbott)]",English,1h59m,"[Action, Drama, Mystery, Thriller]","$60,000,000.00 ","$214,034,224.00 "
4117,5419,Scooby-Doo,54,5,"78,857","[(Craig Titley, 67776, Story), (James Gunn, 15218, Screenplay), (William Hanna, 13620, Characters), (Joseph Barbera, 13594, Characters), (Raja Gosnell, 1215, Director)]","[(Freddie Prinze Jr., 33260, Fred Jones), (Sarah Michelle Gellar, 11863, Daphne Blake), (Matthew Lillard, 26457, Norville Rogers (""Shaggy"")), (Linda Cardellini, 1817, Velma Dinkley), (Rowan Atkinson, 10730, Emile Mondavarious)]",English,1h28m,"[Mystery, Adventure, Comedy]","$84,000,000.00 ","$275,650,703.00 "
4118,5420,Windtalkers,58,6,"59,308","[(Joe Batteer, 71235, Screenplay), (John Rice, 71234, Screenplay), (John Woo, 11401, Director)]","[(Nicolas Cage, 2963, Sergeant Joe Enders), (Adam Beach, 33527, Private Ben Yahzee), (Peter Stormare, 53, Sergeant Eric Hjelmstad), (Noah Emmerich, 11315, Corporal Charles Rogers), (Mark Ruffalo, 103, Pappas)]",English,2h14m,"[Drama, Action, History, War]","$115,000,000.00 ","$77,628,265.00 "
4119,5421,The Dangerous Lives of Altar Boys,64,7.1,"12,379","[(Chris Fuhrman, 1376073, Novel), (Michael Petroni, 61239, Writer), (Peter Care, 42518, Director), (Jeff Stockwell, 36698, Writer)]","[(Emile Hirsch, 46593, Francis Doyle), (Kieran Culkin, 18793, Tim Sullivan), (Jodie Foster, 1038, Sister Assumpta), (Vincent D'Onofrio, 7132, Father Casey), (Jena Malone, 20089, Margie Flynn)]",English,1h44m,"[Comedy, Drama]","$12,000,000 ","$1,779,284,"
4120,5422,The Emperor's New Clothes,69,7,"2,261","[(Alan Taylor, 47005, Director)]","[(Ian Holm, 65, Napoleon Bonaparte / Sergeant Eugene Lenormand), (Iben Hjejle, 1562, Nicole 'Pumpkin' Truchaut), (Tim McInnerny, 41043, Dr. Lambert), (Nigel Terry, 31431, Montholon)]",English,1h47m,"[Comedy, Drama, Family, Foreign, Romance]",-,"$569,435,"
4121,5425,Dark Blue World,67,7.3,"4,940","[(ZdenÄ›k SvÄ›rÃ¡k, 11683, Screenplay, Story), (Jan SvÄ›rÃ¡k, 11688, Director)]","[(KryÅ¡tof HÃ¡dek, 136796, Karel VojtÃ_Å¡ek), (Tara Fitzgerald, 47615, Susan Whitmore), (Charles Dance, 4391, Wing Commander Bentley), (OldÅ™ich Kaiser, 72792, Jan MachatÃ_), (David NovotnÃ_, 127873, BedÅ™ich MrtvÃ_)]",Czech,1h52m,"[Action, Drama, War]","$5,000,000.00 ","$258,215,"
4122,5427,Caveman,61,5.7,"6,120","[(Carl Gottlieb, 8555, Director, Writer), (Rudy De Luca, 67674, Writer)]","[(Ringo Starr, 10594, Atouk), (Dennis Quaid, 6065, Lar), (Shelley Long, 56881, Tala), (Jack Gilford, 64929, Gog), (Barbara Bach, 10458, Lana)]",English,1h31m,"[Comedy, Adventure]",-,"$15,965,924 "
4123,5428,Cheech & Chong's The Corsican Brothers,50,4.7,"3,363","[(Tommy Chong, 63208, Director, Writer), (Rikki Marin, 87151, Writer), (Cheech Marin, 11159, Writer)]","[(Cheech Marin, 11159, Corsican Brother), (Tommy Chong, 63208, Corsican Brother), (Roy Dotrice, 4002, The Evil Fuckaire), (Shelby Chong, 87152, Princess I), (Edie McClurg, 3202, The Queen)]",English,1h22m,[Comedy],-,"$3,772,785 "
4124,5433,Silver Bullet,61,6.4,"18,758","[(Stephen King, 3027, Novel, Screenplay), (Daniel Attias, 1223735, Director)]","[(Gary Busey, 2048, Uncle Red), (Everett McGill, 5616, Reverend Lowe), (Corey Haim, 17444, Marty Coslaw), (Megan Follows, 45446, Jane Coslaw), (Terry O'Quinn, 12646, Sheriff Joe Haller)]",English,1h35m,[Horror],"$7,000,000 ","$5,400,000 "
4125,5434,"Sorry, Wrong Number",68,7.5,"7,952","[(Lucille Fletcher, 87754, Screenplay), (Anatole Litvak, 37361, Director)]","[(Barbara Stanwyck, 14974, Leona Stevenson), (Burt Lancaster, 13784, Henry Stevenson), (Ann Richards, 87749, Sally Hunt Lord), (Wendell Corey, 7683, Dr. Alexander), (Harold Vermilyea, 43821, Waldo Evans)]",English,1h29m,"[Drama, Thriller]",-,-
4126,5438,Men at Work,55,5.9,"19,556","[(Emilio Estevez, 2880, Director, Screenplay)]","[(Charlie Sheen, 6952, Carl Taylor), (Emilio Estevez, 2880, James St. James), (Leslie Hope, 25834, Susan Wilkins), (Keith David, 65827, Louis Fedders), (Dean Cameron, 64057, Pizza Man)]",English,1h38m,"[Comedy, Crime]",-,"$16,247,964 "
4127,5440,She Wore a Yellow Ribbon,71,7.4,"13,013","[(James Warner Bellah, 70037, Story), (Frank S. Nugent, 30491, Screenplay), (Laurence Stallings, 29966, Screenplay), (John Ford, 8500, Director)]","[(John Wayne, 4165, Capt. Nathan Cutting Brittles), (Joanne Dru, 30296, Olivia Dandridge), (John Agar, 103071, Lt. Flint Cohill), (Ben Johnson, 8258, Sgt. Tyree), (Harry Carey, Jr., 4316, 2nd Lt. Ross Pennell)]",English,1h43m,[Western],"$1,600,000.00 ","$5,400,000.00 "
4128,5443,Juwanna Mann,43,4.5,"5,533","[(Bradley Allenstein, 114647, Writer), (Jesse Vaughan, 114646, Director)]","[(Miguel A. NÃºÃ±ez, Jr., 74354, Jamal Jefferies / Juwanna Mann), (Vivica A. Fox, 2535, Michelle Langford), (Kevin Pollak, 7166, Lorne Daniels), (Tommy Davidson, 88059, Puff Smokey Smoke), (Ginuwine, 155808, Romeo)]",English,1h31m,"[Comedy, Drama]","$15,600,000.00 ","$13,571,817,"
4129,5444,Lilo & Stitch,71,7.2,"133,199","[(Dean DeBlois, 69797, Director, Screenplay), (Chris Sanders, 66193, Director, Screenplay)]","[(Chris Sanders, 66193, 'Stitch' (voice)), (Daveigh Chase, 1580, Lilo (voice)), (Tia Carrere, 13445, Nani (voice)), (David Ogden Stiers, 28010, Dr. Jumba Jookiba (voice)), (Kevin McDonald, 58955, Pleakley (voice))]",English,1h25m,"[Animation, Family]","$80,000,000.00 ","$145,771,527.00 "
4130,5445,Minority Report,71,7.7,"434,862","[(Jon Cohen, 2200, Screenplay), (Scott Frank, 2199, Screenplay), (Steven Spielberg, 488, Director)]","[(Tom Cruise, 500, Chief John Anderton), (Colin Farrell, 72466, Danny Witwer), (Samantha Morton, 2206, Agatha), (Max von Sydow, 2201, Director Lamar Burgess), (Lois Smith, 2207, Dr. Iris Hineman)]",English,2h25m,"[Action, Thriller, Science Fiction, Mystery]","$102,000,000.00 ","$358,372,926.00 "
4131,5446,Rabbit-Proof Fence,69,7.5,"24,697","[(Christine Olsen, 57955, Screenplay), (Doris Pilkington, 57954, Novel), (Phillip Noyce, 13015, Director)]","[(Everlyn Sampi, 57951, Molly Craig), (Tianna Sansbury, 57952, Daisy Craig), (Laura Monaghan, 57953, Gracie Fields), (Kenneth Branagh, 11181, A. O. Neville), (David Gulpilil, 53023, Moodoo der FÃ_hrtensucher)]",English,1h34m,"[Adventure, Drama, Action, History]","$6,000,000 ","$6,165,429,"
4132,5447,Sunshine State,60,6.9,"3,562","[(John Sayles, 102445, Director)]","[(Alan King, 7169, Murray Silver), (Angela Bassett, 9780, Desiree Perry), (Timothy Hutton, 16327, Jack Meadows), (Mary Steenburgen, 2453, Francine Pinkney), (Clifton James, 10224, Buster Bidwell)]",English,2h21m,[Drama],"$5,600,000 ","$3,064,356,"
4133,5448,Hey Arnold! The Movie,56,5.9,"5,196","[(Steve Viksten, 1816918, Writer), (Tuck Tucker, 1409418, Director), (Craig Bartlett, 1217426, Writer)]","[(Spencer Klein, 82528, Arnold), (Francesca Smith, 35093, Helga Geraldine Pataki), (Jamil Walker Smith, 82529, Gerald Martin Johanssen), (Dan Castellaneta, 198, Grandpa 'Steely' Phil / Nick Vermicelli), (Tress MacNeille, 34983, Grandma Gertie 'Pookie' / Mayor Dixie / Red)]",English,1h16m,"[Animation, Family]","$3,000,000 ","$13,684,949,"
4134,5449,Mr. Deeds,56,5.8,"119,116","[(Tim Herlihy, 56728, Screenplay), (Steven Brill, 32593, Director)]","[(Adam Sandler, 19292, Longfellow Deeds), (Winona Ryder, 1920, Babe Bennett), (John Turturro, 1241, Emilio Lopez), (Allen Covert, 20818, Marty), (Peter Gallagher, 8212, Chuck Cedar)]",English,1h36m,"[Comedy, Romance]","$50,000,000.00 ","$171,269,535.00 "
4135,5450,Lovely & Amazing,63,6.9,"6,289","[(Nicole Holofcener, 56539, Director, Writer)]","[(Catherine Keener, 2229, Michelle Marks), (Brenda Blethyn, 4154, Jane Marks), (Emily Mortimer, 1246, Elizabebeth Marks), (Jake Gyllenhaal, 131, Jordan), (James Le Gros, 6474, Paul)]",English,1h31m,"[Comedy, Drama, Romance]","$250,000.00 ","$4,186,931.00 "
4136,5452,Look Who's Talking Now!,47,4.2,"23,964","[(Tom Ropelewski, 19305, Director, Screenplay), (Amy Heckerling, 57434, Characters), (Leslie Dixon, 11708, Screenplay)]","[(John Travolta, 8891, James Ubriacco), (Kirstie Alley, 1796, Mollie Ubriacco), (Lysette Anthony, 12812, Samantha), (Diane Keaton, 3092, Daphne (voice)), (Danny DeVito, 518, Rocks (voice))]",English,1h36m,"[Romance, Comedy, Family]",-,"$10,340,263 "
4137,5458,Like Mike,56,5.2,"16,303","[(Jordan Moffet, 88130, Screenplay), (Michael Elliot, 88129, Screenplay), (John Schultz, 79656, Director)]","[(Shad Moss, 58197, Calvin Cambridge), (Morris Chestnut, 9779, Tracey Reynolds), (Jonathan Lipnicki, 67778, Murph), (Brenda Song, 88123, Reg Stevens), (Jesse Plemons, 88124, Ox)]",English,1h39m,"[Comedy, Drama, Family, Fantasy]","$30,000,000.00 ","$62,432,423 "
4138,5459,Men in Black II,61,6.1,"286,846","[(Barry Fanaro, 9644, Screenplay), (Lowell Cunningham, 9613, Novel), (Robert Gordon, 41386, Screenplay), (Barry Sonnenfeld, 5174, Director)]","[(Tommy Lee Jones, 2176, Kevin Brown, Agent Kay), (Will Smith, 2888, Agent Jay), (Rip Torn, 9626, Zed), (Lara Flynn Boyle, 6684, Serleena), (Johnny Knoxville, 9656, Scrad/Charlie)]",English,1h28m,"[Action, Adventure, Comedy, Science Fiction]","$140,000,000.00 ","$441,818,803.00 "
4139,5460,The Powerpuff Girls Movie,57,6.5,"8,284","[(Craig McCracken, 122967, Director, Screenplay), (Don Shank, 1218983, Screenplay), (Lauren Faust, 219954, Screenplay), (Paul Rudish, 185446, Screenplay), (Charlie Bean, 185443, Screenplay)]","[(Cathy Cavadini, 64948, Blossom (voice)), (Tara Strong, 15762, Bubbles (voice)), (E.G. Daily, 15274, Buttercup (voice)), (Tom Kane, 71535, Professor Utonium (voice)), (Tom Kenny, 78798, Mayor / Narrator / Ka-Ching Ka-Ching (voice))]",English,1h17m,"[Animation, Action, Family]","$10,000,000.00 ","$11,411,644.00 "
4140,5462,The Crocodile Hunter: Collision Course,53,5.4,"5,870","[(John Stainton, 944713, Director, Writer), (Holly Goldberg Sloan, 71338, Writer)]","[(Steve Irwin, 559670, Himself), (Terri Irwin, 559671, Herself), (Magda Szubanski, 45586, Brozzie Drewitt), (David Wenham, 1371, Sam Flynn), (Lachy Hulme, 75122, Robert Wheeler)]",English,1h30m,"[Family, Action, Adventure]","$13,000,000 ","$33,082,548.00 "
4141,5463,Reign of Fire,60,6.2,"113,976","[(Kevin Peterka, 1578665, Story), (Gregg Shabot, 1196741, Writer), (Matt Greenberg, 29606, Screenplay), (Rob Bowman, 12523, Director)]","[(Christian Bale, 3894, Quinn Abercromby), (Matthew McConaughey, 10297, Denton Van Zan), (Izabella Scorupco, 10695, Alex Jensen), (Gerard Butler, 17276, Creedy), (Alexander Siddig, 2957, Ajay)]",English,1h41m,"[Adventure, Action, Fantasy]","$60,000,000.00 ","$82,150,183.00 "
4142,5464,Road to Perdition,73,7.7,"215,659","[(David Self, 35021, Screenplay), (Richard Piers Rayner, 35020, Novel), (Max Allan Collins, 35019, Novel), (Sam Mendes, 39, Director)]","[(Tom Hanks, 31, Michael Sullivan), (Tyler Hoechlin, 78198, Michael Sullivan, Jr.), (Jennifer Jason Leigh, 10431, Annie Sullivan), (Liam Aiken, 19977, Peter Sullivan), (Paul Newman, 3636, John Rooney)]",English,1h57m,"[Thriller, Crime, Drama]","$80,000,000.00 ","$181,001,478.00 "
4143,5466,My Wife Is an Actress,62,6.6,"3,332","[(Yvan Attal, 2245, Director, Writer)]","[(Charlotte Gainsbourg, 4273, Charlotte), (Yvan Attal, 2245, Yvan), (Terence Stamp, 28641, John), (NoÃ©mie Lvovsky, 49168, Nathalie), (Ludivine Sagnier, 4390, GÃ©raldine)]",French,1h35m,"[Drama, Comedy, Romance]",FRF,"$1,052,922,"
4144,5470,The Importance of Being Earnest,74,7.6,"4,413","[(Oscar Wilde, 56712, Writer), (Anthony Asquith, 32919, Director)]","[(Michael Redgrave, 7640, Ernest Worthing), (Michael Denison, 85934, Algernon Moncrieff), (Edith Evans, 45465, Lady Bracknell), (Joan Greenwood, 45466, Gwendolen Fairfax), (Dorothy Tutin, 38998, Cecily Cardew)]",English,1h35m,"[Romance, Comedy, Drama]",-,-
4145,5471,Perfect,39,4.3,"3,712","[(Aaron Latham, 1193568, Screenplay, Writer), (James Bridges, 14838, Director, Screenplay)]","[(John Travolta, 8891, Adam), (Jamie Lee Curtis, 8944, Jessie), (Marilu Henner, 21619, Sally), (Laraine Newman, 35159, Linda), (Jann Wenner, 109579, )]",English,1h55m,"[Drama, Romance]","$19,000,000.00 ","$12,918,858.00 "
4146,5473,Fox and His Friends,77,7.8,"3,861","[(Rainer Werner Fassbinder, 2725, Director, Writer), (Christian Hohoff, 1359067, Writer)]","[(Rainer Werner Fassbinder, 2725, Franz ""Fox"" Bieberkopf), (Peter Chatel, 39006, Eugen Thiess), (Karlheinz BÃ¶hm, 6251, Max), (Adrian Hoven, 32552, Wolf Thiess, Eugen's Vater), (Christiane Maybach, 40974, Hedwig)]",German,2h3m,[Drama],DEM,-
4147,5475,Z,80,8.2,"19,486","[(Jorge SemprÃºn, 27438, Author), (Vasilis Vasilikos, 27437, Author), (Costa-Gavras, 27436, Director)]","[(Yves Montand, 2565, Z), (Irene Papas, 18847, HÃ©lÃ¨ne), (Jean-Louis Trintignant, 1352, Examining Magistrate), (Jacques Perrin, 20030, Photojournalist), (Charles Denner, 17028, Manuel)]",French,2h7m,"[Drama, History, Thriller]",-,"$83,305.00 "
4148,5477,Sex and Lucia,66,7.2,"31,363","[(Julio MÃ©dem, 16435, Director, Screenplay)]","[(Paz Vega, 3627, LucÃ_a), (TristÃ¡n Ulloa, 16441, Lorenzo), (Najwa Nimri, 16442, Elena), (Daniel Freire, 16443, Carlos/Antonio), (Elena Anaya, 3623, BelÃ©n)]",Spanish,2h8m,"[Drama, Romance]",-,"$2,628,241.00 "
4149,5478,Eight Legged Freaks,54,5.4,"46,713","[(Ellory Elkayem, 56150, Director, Screenplay, Story), (Randy Kornfield, 57117, Story), (Jesse Alexander, 34218, Screenplay)]","[(David Arquette, 15234, Chris McCormick), (Kari Wuhrer, 56152, Sheriff Samantha Parker), (Scott Terra, 56153, Mike Parker), (Scarlett Johansson, 1245, Ashley Parker), (Doug E. Doug, 12975, Harlan Griffith)]",English,1h39m,"[Action, Comedy, Horror, Thriller]","$30,000,000 ","$45,867,333 "
4150,5479,K-19: The Widowmaker,61,6.7,"52,448","[(Christopher Kyle, 20293, Screenplay), (Kathryn Bigelow, 14392, Director)]","[(Harrison Ford, 3, Alexei Vostrikov), (Liam Neeson, 3896, Mikhail Polenin), (Peter Sarsgaard, 133, Vadim Radtchinko), (Joss Ackland, 14324, Marshal Zelentsov), (John Shrapnel, 940, Admiral Bratyeev)]",English,2h18m,"[War, Drama, History, Thriller]","$100,000,000.00 ","$35,168,966.00 "
4151,5480,Stuart Little 2,54,5.4,"41,007","[(E.B. White, 67779, Screenplay), (Rob Minkoff, 18898, Director)]","[(Michael J. Fox, 521, Stuart Little (voice)), (Geena Davis, 16935, Mrs. Eleanor Little), (Hugh Laurie, 41419, Mr. Frederick Little), (Jonathan Lipnicki, 67778, George Little), (Anna Hoelck, 122552, Martha Little)]",English,1h18m,"[Family, Adventure, Animation, Comedy]","$120,000,000.00 ","$169,956,806.00 "
4152,5481,Austin Powers in Goldmember,59,6.2,"173,429","[(Michael McCullers, 14172, Screenplay), (Mike Myers, 12073, Screenplay), (Jay Roach, 6737, Director)]","[(Mike Myers, 12073, Austin Powers / Dr. Evil / Goldmember / Fat Bastard), (BeyoncÃ© Knowles, 14386, Foxxy Cleopatra), (Seth Green, 13922, Scott Evil), (Michael York, 13919, Basil Exposition), (Mindy Sterling, 13924, Frau Farbissina)]",English,1h34m,"[Comedy, Crime, Science Fiction]","$63,000,000.00 ","$296,655,431.00 "
4153,5483,The Kid Stays in the Picture,73,7.4,"6,349","[(Brett Morgen, 102109, Director), (Nanette Burstein, 96439, Director)]","[(Robert Evans, 12288, Narrator), (Norma Shearer, 88867, Herself), (Ali MacGraw, 46597, Herself), (Ernest Hemingway, 38233, Himself), (Catherine Deneuve, 50, Herself)]",English,1h33m,[Documentary],"$40,000.00 ","$1,434,436.00 "
4154,5489,Nosferatu the Vampyre,75,7.6,"26,080","[(Werner Herzog, 6818, Director, Writer), (Bram Stoker, 1544, Novel)]","[(Klaus Kinski, 14277, Graf Dracula), (Isabelle Adjani, 6553, Lucy Harker), (Bruno Ganz, 2310, Jonathan Harker), (Roland Topor, 49505, Renfield), (Walter Ladengast, 49506, Dr. Van Helsing)]",German,1h47m,"[Drama, Horror]",-,-
4155,5490,The Big Bus,61,5.6,"2,454","[(Fred Freeman, 1176570, Writer), (Lawrence J. Cohen, 1176569, Writer), (James Frawley, 68457, Director)]","[(Joseph Bologna, 46946, Dan Torrance), (Stockard Channing, 8893, Kitty Baxter), (John Beck, 41269, Shoulders), (Rene Auberjonois, 9807, Father Kudos), (Ned Beatty, 13726, Shorty Scotty)]",English,1h28m,"[Action, Comedy]",-,"$3,540,307 "
4156,5498,Red Beard,80,8.3,"12,632","[(Akira Kurosawa, 5026, Author, Director), (ShÃ»gorÃ´ Yamamoto, 70329, Novel), (RyÃ»zÃ´ Kikushima, 34373, Author), (Hideo Oguni, 20827, Author), (Masato Ide, 34372, Author)]","[(ToshirÅç Mifune, 7450, Dr. Kyojio Niide (""Red Beard"")), (YÃ»zÃ´ Kayama, 33764, Dr. Noboru Yasumoto), (Tsutomu Yamazaki, 70626, Sahachi), (Reiko Dan, 131203, Osugi), (Miyuki Kuwano, 213483, Onaka)]",Japanese,3h5m,[Drama],-,-
4157,5500,Top Secret!,70,7.2,"50,335","[(David Zucker, 12987, Director, Screenplay), (Jim Abrahams, 12936, Director, Screenplay), (Jerry Zucker, 3415, Director, Screenplay), (Martyn Burke, 15872, Screenplay)]","[(Val Kilmer, 5576, Nick Rivers), (Lucy Gutteridge, 55907, Hillary Flammond), (Peter Cushing, 5, BuchhÃ_ndler), (Jeremy Kemp, 55037, General Streck), (Christopher Villiers, 34720, RebellenfÃ_hrer)]",English,1h30m,[Comedy],"$9,000,000.00 ","$20,458,340.00 "
4158,5501,The Master of Disguise,36,3.3,"19,129","[(Harris Goldberg, 66564, Writer), (Dana Carvey, 56159, Writer), (Perry Andelin Blake, 20824, Director)]","[(Dana Carvey, 56159, Pistachio Disguisey), (Brent Spiner, 1213786, Devlin Bowman), (Jennifer Esposito, 18285, Jennifer Baker), (Harold Gould, 14833, Grandfather Disguisey), (James Brolin, 9274, Fabbrizio Disguisey)]",English,1h20m,"[Comedy, Family]","$16,000,000 ","$40,363,530,"
4159,5502,Signs,64,6.7,"294,681","[(M. Night Shyamalan, 11614, Director, Writer)]","[(Mel Gibson, 2461, Rev. Graham Hess), (Joaquin Phoenix, 73421, Merrill Hess), (Rory Culkin, 28042, Morgan Hess), (Abigail Breslin, 17140, Bo Hess), (Cherry Jones, 1956, Officer Paski)]",English,1h46m,"[Drama, Thriller, Science Fiction, Mystery]","$72,000,000.00 ","$408,247,917.00 "
4160,5503,The Last Kiss,64,7,"7,144","[(Gabriele Muccino, 20646, Director, Screenplay)]","[(Stefano Accorsi, 65571, Carlo), (Giovanna Mezzogiorno, 105685, Giulia), (Martina Stella, 72054, Francesca), (Pierfrancesco Favino, 17839, Marco), (Claudio Santamaria, 76339, Paolo)]",Italian,1h55m,"[Comedy, Drama, Romance]",-,"$1,046,734,"
4161,5504,Spy Kids 2: The Island of Lost Dreams,53,5.1,"49,686","[(Robert Rodriguez, 2294, Director, Screenplay)]","[(Antonio Banderas, 3131, Gregorio Cortez), (Carla Gugino, 17832, Ingrid Cortez), (Alexa PenaVega, 57674, Carmen Cortez), (Daryl Sabara, 57675, Juni Cortez), (Steve Buscemi, 884, Romero)]",English,1h40m,"[Action, Adventure, Family]","$38,000,000.00 ","$119,723,358.00 "
4162,5505,The Good Girl,60,6.5,"39,800","[(Miguel Arteta, 61069, Director), (Mike White, 17735, Author)]","[(Jennifer Aniston, 4491, Justine Last), (Jake Gyllenhaal, 131, Holden Worther), (Zooey Deschanel, 11664, Cheryl), (John C. Reilly, 4764, Phil Last), (Deborah Rush, 44830, Gwen Jackson)]",English,1h33m,"[Drama, Comedy, Romance]","$8,000,000.00 ","$16,856,124.00 "
4163,5506,Blood Work,61,6.4,"36,900","[(Michael Connelly, 57993, Novel), (Brian Helgeland, 4723, Screenplay), (Clint Eastwood, 190, Director)]","[(Clint Eastwood, 190, Terry McCaleb), (Jeff Daniels, 8447, Jasper 'Buddy' Noone), (Anjelica Huston, 5657, Dr. Bonnie Fox), (Wanda De Jesus, 57991, Graciella Rivers), (Tina Lifford, 57992, Detective Jaye Winston)]",English,1h50m,"[Crime, Thriller]","$50,000,000.00 ","$26,199,517.00 "
4164,5507,xXx,58,5.8,"157,272","[(Rich Wilkes, 53345, Screenplay), (Rob Cohen, 18878, Director)]","[(Vin Diesel, 12835, Xander Cage), (Asia Argento, 18514, Yelena), (Samuel L. Jackson, 2231, Agent Augustus Gibbons), (Danny Trejo, 11160, El Jefe), (Leila Arcieri, 65240, Jordan King)]",English,2h4m,"[Action, Adventure, Thriller]","$70,000,000.00 ","$277,448,382.00 "
4165,5508,24 Hour Party People,67,7.4,"28,724","[(Frank Cottrell Boyce, 26190, Screenplay), (Michael Winterbottom, 172, Director)]","[(Steve Coogan, 4581, Tony Wilson), (Paddy Considine, 14887, Rob Gretton), (Sean Harris, 16702, Ian Curtis), (Lennie James, 1120, Alan Erasmus), (Shirley Henderson, 1834, Lindsay Wilson)]",English,1h57m,"[Comedy, Drama]",-,"$1,130,379,"
4166,5515,Songs from the Second Floor,70,7.7,"14,217","[(Roy Andersson, 45791, Director, Screenplay)]","[(Lars Nordh, 111784, Kalle), (Stefan Larsson, 111785, Stefan), (Bengt C.W. Carlsson, 111786, Lennart), (TorbjÃ¶rn FahlstrÃ¶m, 111787, Pelle Wigert), (Sten Andersson, 111788, Lasse)]",Swedish,1h38m,"[Drama, Comedy]",-,"$2,303,"
4167,5516,Read My Lips,71,7.4,"11,847","[(Jacques Audiard, 17496, Director, Screenplay), (Tonino Benacquista, 4895, Screenplay)]","[(Vincent Cassel, 1925, Paul), (Emmanuelle Devos, 19117, Carla), (Olivier Gourmet, 45152, Marchand), (Bernard Alane, 24378, Morel), (Olivier Perrier, 48405, Masson)]",French,1h55m,"[Drama, Thriller, Crime, Romance]",FRF,"$1,359,133,"
4168,5517,Merci pour le Chocolat,54,6.7,"4,146","[(Claude Chabrol, 19069, Director, Screenplay), (Charlotte Armstrong, 35876, Novel)]","[(Isabelle Huppert, 17882, Mika), (Jacques Dutronc, 32089, AndrÃ©), (Anna Mouglalis, 54327, Jeanne), (Rodolphe Pauly, 654, Guillaume), (Mathieu Simonet, 20669, Axel)]",French,1h39m,"[Drama, Crime, Mystery]",-,"$443,238,"
4169,5518,Beau Pere,70,7.2,"2,084","[(Bertrand Blier, 34262, Director, Novel, Screenplay)]","[(Ariel Besse, 127889, Marion), (Maurice Ronet, 15395, Charly), (GeneviÃ¨ve Mnich, 7280, Simone), (Maurice Risch, 18779, Nicolas), (Patrick Dewaere, 34581, RÃ©mi)]",French,2h3m,"[Drama, Romance]",-,-
4170,5521,The Principal,61,6.3,"7,418","[(Frank Deese, 63047, Screenplay), (Christopher Cain, 56828, Director)]","[(Jim Belushi, 26485, Rick Latimer), (Louis Gossett, Jr., 20959, Jake Phillips), (Rae Dawn Chong, 13312, Hilary Orozco), (Sean Michael Allen, 1098533, Rolf), (Kelly Jo Minter, 63046, Treena Lester)]",English,1h49m,"[Action, Adventure, Crime, Drama]",-,"$19,734,940 "
